city,lat,lon
Caibiran,11.57,124.58
Wałcz,53.2667,16.4667
Ukkāyapalle,14.4898,78.8927
Kosigi,15.85,77.2667
Jaruco,23.0428,-82.0094
Angatuba,-23.4903,-48.4128
Ōguchi,35.3325,136.9078
Setti Fatma,31.2256,-7.6758
Yoqne‘am ‘Illit,32.6594,35.11
Pingtang,26.0677,107.4035
Marín,42.3933,-8.7
Macia,-25.0333,33.1
Liushui,32.5959,108.7479
West Memphis,35.153,-90.1996
Meyrin,46.2167,6.0667
Heiloo,52.6,4.7167
Jüchen,51.1011,6.5017
Rioblanco,3.5,-75.8333
Baharly,38.4303,57.4369
Itaporã,-22.0789,-54.7889
Rodez,44.3506,2.575
Zaprešić,45.85,15.8
Lexington,33.989,-81.2202
Marsella,4.9167,-75.75
Isa,32.0569,130.6131
Nixa,37.0453,-93.2959
Marple,39.9654,-75.3657
Salvaterra,-0.7528,-48.5169
Korostyshiv,50.3167,29.0667
Collinsville,38.677,-90.0063
Loha,18.9623,77.1309
Shelbyville,35.4987,-86.4517
Oleshky,46.6167,32.7167
Tiruvattār,8.3307,77.2673
Anjozorobe,-18.3952,47.8834
San Agustin,12.5689,122.1314
Sundararaopeta,16.5193,80.6305
Vrbas,45.5667,19.65
Takelsa,36.7833,10.6333
Wekiwa Springs,28.6984,-81.4251
Paraopeba,-19.2739,-44.4039
Ţayyibat al Imām,35.2659,36.7122
Bontoc,17.09,120.9772
Plymstock,50.3569,-4.09
Espera Feliz,-20.65,-41.9069
Jaisinghpur,26.6318,84.7855
Ryde,50.7271,-1.1618
Medjez el Bab,36.6436,9.6042
Emporia,38.4028,-96.1932
As Sulayyil,20.4623,45.5722
Barnstaple,51.08,-4.06
Areia Branca,-4.9558,-37.1369
Qiloane,-29.3625,27.6319
Viçosa,-9.3714,-36.2408
Cogua,5.0667,-73.9833
Monte Sião,-22.4328,-46.5728
Korbach,51.2833,8.8667
Lagoa Grande,-8.9969,-40.2719
Fresno,29.5357,-95.4696
Mirandola,44.8873,11.066
Deyr,27.8403,51.94
Montevarchi,43.5234,11.5679
Vicente López,-34.5333,-58.475
Santa María Colotepec,15.8833,-96.9167
Zernograd,46.85,40.3167
Ormskirk,53.5665,-2.8869
Goiás,-15.9339,-50.14
Middletown,39.445,-75.7183
Mórfou,35.1981,32.9939
Zaragoza,7.494,-74.871
Laon,49.5639,3.6244
Bay Point,38.0329,-121.9615
Sangrāmpur,26.4752,84.6898
Papillion,41.1511,-96.0665
Balete,14.02,121.1
Quezon,16.4894,121.2639
Skoura,31.0606,-6.5556
Boo,59.3333,18.2833
Coral Terrace,25.7464,-80.3049
Senboku,39.7017,140.7315
Arttuvāttala,9.5167,76.3167
Mina,10.93,122.58
Tangcun,37.4172,115.841
Rita,10.4337,-83.753
Whitehaven,54.548,-3.5855
Siswa,26.7027,84.9133
Sūleswaranpatti,10.6388,77.0084
Tegina,10.0706,6.1906
Sakai,36.1085,139.7949
Sanando,12.9672,-6.4083
Saint-Lin--Laurentides,45.85,-73.7667
Kourou,5.16,-52.6499
Severouralsk,60.15,59.9667
White Bear Lake,45.0656,-93.015
Independência,-5.3958,-40.3089
Ipala,14.6191,-89.6226
Pontinha,38.7678,-9.1994
Kościan,52.0833,16.65
Veranópolis,-28.9358,-51.5489
Siófok,46.9,18.05
Atar,20.5167,-13.05
Gardner,38.8122,-94.9275
Yādiki,15.05,77.88
Tehri,30.38,78.48
Soamanandrariny,-19.651,47.2792
Ambatotsipihina,-19.6514,47.7505
Sheghnān,37.6167,71.45
East Retford,53.3228,-0.9431
Maheshwar,22.11,75.35
Payipira,10.025,76.5569
Bcharré,34.2511,36.0111
Ambohimandroso,-19.5239,47.432
Lopary,-23.1973,47.6714
Antanimieva,-22.2457,43.7711
Miarinarivo,-17.6447,49.1723
Tsiatosika,-21.2021,48.2257
Antonibe,-15.1195,47.3928
La Palma,14.3167,-89.1667
Chirilagua,13.2167,-88.1386
Badou,7.5833,0.6
Niamtougou,9.7667,1.1
Itigi,-5.7,34.4833
Butaleja,0.925,33.945
Chinobod,40.8767,71.9725
Jalolquduq,40.7194,72.6428
Brambleton,38.9803,-77.5323
Conil de la Frontera,36.2667,-6.0833
Caazapá,-26.2,-56.38
North Potomac,39.0955,-77.2373
Quellón,-43.0992,-73.5961
Maxcanú,20.5833,-89.9833
Kazincbarcika,48.2531,20.6456
Sikandarpur,26.0333,84.05
Westerstede,53.25,7.9167
South Elgin,41.9906,-88.3135
Elmwood Park,41.9225,-87.8163
Jardim,-21.48,-56.1378
Cachoeira do Arari,-1.0108,-48.9628
Rolling Meadows,42.0747,-88.0252
Burlington,40.0641,-74.8394
Cavinti,14.245,121.507
Taiyangxi,30.85,111
Pennādam,11.4039,79.2416
Bloomingdale,27.8784,-82.2624
San Pedro,9.9332,-84.047
Huilong,28.1887,106.2086
Huilongping,28.1889,106.2086
Laranjeiras,-10.8061,-37.1717
Rickmansworth,51.6383,-0.4659
Kamiamakusa,32.5875,130.4306
General Emilio Aguinaldo,14.18,120.8
Peshtera,42.033,24.3
Solon,41.3865,-81.44
Dabaga,17.2682,8.1012
Embarcación,-23.2167,-64.1
Shāhpur,21.2374,76.2256
Staßfurt,51.8667,11.5667
Altea,38.5986,-0.0519
Laguna Salada,19.65,-71.0833
Acton,42.4843,-71.4378
São Gonçalo do Sapucaí,-21.8919,-45.595
Bom Jesus,-18.215,-49.7419
Littleover,52.906,-1.505
Santa Quitéria do Maranhão,-3.5158,-42.5469
Newport,50.701,-1.2883
Raritan,40.507,-74.8662
Wil,47.4664,9.0497
Plainsboro,40.3377,-74.5879
Goirle,51.5203,5.0671
Neduvattūr,8.9931,76.75
Alfter,50.7356,7.0092
Ambohimahamasina,-21.9339,47.1858
Pilar do Sul,-23.8128,-47.7158
Urucurituba,-3.1308,-58.155
Kingston,41.9295,-73.9968
Easley,34.8188,-82.5827
Itaporanga,-7.3039,-38.15
Starnberg,47.9972,11.3406
Arbroath,56.561,-2.586
Tsawwassen,49.0436,-123.0985
Willoughby,41.6459,-81.4084
Bulusan,12.7522,124.1356
São João da Ponte,-15.9289,-44.0078
Belo Oriente,-19.22,-42.4839
Sighişoara,46.2169,24.7911
Solin,43.5394,16.4831
Mapoteng,-29.1097,27.9739
Wijk bij Duurstede,51.9742,5.3417
Puyappalli,8.9,76.75
Limbach-Oberfrohna,50.8667,12.75
Jucás,-6.525,-39.5278
El Zulia,7.9333,-72.6
Douar Bou Tlelis,35.573,-0.9
Koulikoro,12.8833,-7.55
Chandlers Ford,50.984,-1.3792
Hajdúszoboszló,47.45,21.3833
Manlio Fabio Altamirano,19.1003,-96.3411
Umbaúba,-11.3828,-37.6578
Irauçuba,-3.7458,-39.7828
Mnasra,34.3603,-6.5508
Sendamangalam,11.2825,78.2339
Sudbury,52.0417,0.7282
Zolochiv,49.8075,24.9031
Hatonuevo,11.0694,-72.7669
São João do Paraíso,-15.3139,-42.0139
Buritizeiro,-17.3508,-44.9619
Pompei,40.75,14.5
San Nicolas,13.9283,120.951
Porto Franco,-6.3378,-47.3989
Zwedru,6.0667,-8.1333
Miguel Pereira,-22.4539,-43.4689
Tacaratu,-9.1058,-38.15
Fălticeni,47.4597,26.3
Paxtakor Shahri,40.3153,67.9544
Katy,29.7905,-95.8353
Brotas,-22.2839,-48.1269
Mejorada del Campo,40.3967,-3.3858
Gungu,-5.7333,19.3167
Tantoyuca,21.35,-98.2333
Lebedyn,50.5831,34.4822
Hadžići,43.8236,18.2211
Montgeron,48.7039,2.4605
Mātābhānga,26.33,89.22
Xiawuqi,39.6156,117.0553
Mulgund,15.2807,75.5213
Cibitoke,-2.8886,29.12
Maimón,18.77,-70.33
Caversham,51.467,-0.973
Seveso,45.6434,9.1374
Nóqui,-5.8681,13.4325
Macaparana,-7.555,-35.4528
Iraquara,-12.2489,-41.6189
Peringuzha,9.9667,76.4167
Yanbu,22.7544,120.5724
Karian,25.8594,86.0104
Strathroy-Caradoc,42.9575,-81.6167
Subaykhān,34.853,40.5999
Arnold,39.0437,-76.4974
Seaford,50.77,0.1
Buôn Trấp,12.4833,108.0167
Koilkuntla,15.2333,78.3167
Matriz de Camarajibe,-9.1519,-35.5328
Dunleary,53.3,-6.14
Ourikela,12.1097,-5.0628
Mansfield,42.0163,-71.2187
Lihe,33.9312,105.2682
Herohalli,12.9911,77.4873
Magallanes,14.18,120.75
Somerset,40.5083,-74.501
Mirandela,41.4833,-7.1833
Oadby,52.5987,-1.0763
Raymore,38.8029,-94.4583
Oulad Salmane,34.3356,-6.4604
Zegzel,34.8407,-2.3543
Hopa,41.3903,41.4194
Pilar de la Horadada,37.8667,-0.7833
Jurh,44.6833,120.5167
Gelnhausen,50.2,9.1667
Ksar el Hirane,33.7833,3.15
Carás,-9.0472,-77.7433
Az Zuwāydah,31.4395,34.3805
Cranford,40.6564,-74.3036
Mulakumūd,8.2681,77.286
Cruzeiro do Oeste,-23.785,-53.0728
Honda,5.2042,-74.7417
Annūr,11.2325,77.1069
Makhmūr,35.7833,43.5833
Pickerington,39.889,-82.7678
Vilaseca de Solcina,41.1108,1.145
Ozëry,54.85,38.5667
Diest,50.9847,5.0514
San Miguel Ocotenco,19.0666,-97.4525
Ciudad Serdán,18.9833,-97.45
Pão de Açúcar,-9.7478,-37.4369
Atotonilco el Grande,20.6667,-98.6667
Phetchabun,16.4169,101.1533
Quesada,14.2667,-90.0333
Kasongo-Lunda,-6.4783,16.8166
Encruzilhada do Sul,-30.5439,-52.5219
Squamish,49.7017,-123.1589
Thorold,43.1167,-79.2
Husum,54.4667,9.05
Firuzoba,40.3,70.4
Carandaí,-20.9539,-43.8058
Kuju,23.7254,85.5102
Kalawit,7.9051,122.5279
Dongsheng,36.9996,105.0029
Hungund,16.0621,76.0586
Kumar Khad,26.5918,86.264
Catigbian,9.83,124.03
Southold,41.0432,-72.4185
Chiroqchi,39.0336,66.5739
Burlington,40.8071,-91.1247
Raahe,64.6833,24.4667
Sulya,12.561,75.3874
Misato,38.5444,141.0567
Bithar,26.6294,85.7697
Thiene,45.7072,11.4786
Frontignan,43.4483,3.7561
Bayonet Point,28.3254,-82.6834
Lawang Bato,14.73,120.9961
Fada,17.1833,21.5833
Gaojiayingcun,40.8814,114.9662
Ituango,7.1717,-75.7642
Dole,47.0931,5.4906
Dākor,22.75,73.15
Vallabh Vidyanagar,22.56,72.95
Stepanavan,41.0096,44.3841
El Tejar,14.65,-90.8
Stroitel,50.7833,36.4833
Agrestina,-8.45,-35.95
Tirumala,13.6833,79.35
Hoh Ereg,41.0955,111.4408
Kāgal,16.58,74.32
Ishiki,34.8167,137.0333
Vélingara,13.15,-14.1167
Beşikdüzü,41.0494,39.2353
Roseburg,43.2231,-123.352
Baliguian,7.8088,122.1452
Webster Groves,38.5866,-90.3544
Belton,31.0525,-97.479
Fountain Hills,33.6073,-111.7398
Akwatia,6.0402,-0.8088
Basankusu,1.2222,19.8028
Manari,-8.9639,-37.6278
Verukulambu,8.2953,77.2939
Oldebroek,52.4667,5.9167
De Aar,-30.65,24.0167
Santa Apolonia,14.7833,-90.9667
Candoni,9.82,122.6
Burgos,16.0465,119.8568
Highland,41.5483,-87.4588
Havlíčkŭv Brod,49.6078,15.5808
Limbuhan,11.8836,124.0497
Chantilly,38.8868,-77.4453
Hachimantai,39.9561,141.0711
Elukone,8.9667,76.7167
Lālgudi,10.8712,78.8197
Avanigadda,16.0197,80.92
Bīrpur,26.5082,87.0119
Nocera Superiore,40.7417,14.6722
Vizela,41.3833,-8.3
Munster,41.5468,-87.504
Huntingdon,52.3364,-0.1717
Mummidivaram,16.65,82.1167
Fria,10.3804,-13.55
Döbeln,51.1194,13.1128
Karachayevsk,43.7731,41.9169
Alice Springs,-23.7,133.87
San Giovanni la Punta,37.5833,15.1
Kościerzyna,54.1167,17.9833
Lebu,-37.6,-73.6667
Nørresundby,57.0483,9.9352
La Reforma,14.8,-91.8167
Puduva,9.977,76.226
San Fernando,34.2886,-118.4362
Aurora,-6.9428,-38.9678
Dasungezhuang,40.0839,116.9219
Brookings,44.3022,-96.7859
Devikolam,10.0626,77.104
Muluppilagadu,11.8,75.45
Karavalūr,8.9833,76.925
Ouardenine,35.72,10.67
Şarkışla,39.35,36.4
Ōji,34.5892,135.7233
Tangalan,11.7775,122.2603
Stanmore,51.618,-0.314
Nesher,32.7711,35.0394
Salqīn,36.1387,36.4524
Chinoz,40.9375,68.7578
Shama,5.0041,-1.6421
Sezze,41.5,13.0667
Miantso,-18.7169,47.1323
Maldegem,51.2,3.4333
Droylsden,53.4828,-2.1582
San Juan Otzolotepec,17.2984,-95.4918
Taylors,34.9157,-82.3124
Tianmingsi,32.9784,107.2947
Le Kremlin-Bicêtre,48.81,2.3581
Sīlappādi,10.394,78.0078
Anūpshahr,28.37,78.27
Farmington,44.6572,-93.1687
Sanaur,30.3018,76.4579
Santo Antônio do Sudoeste,-26.07,-53.7228
Dalyoni Bolo,39.7422,68.9944
Borne,52.3,6.75
San Lorenzo,12.3667,-85.6667
Orleães,-28.3589,-49.2908
La Valette-du-Var,43.1383,5.9831
Bonito,-21.1333,-56.4833
Independencia,-16.5,-66.5833
Ālangulam,8.864,77.4994
Yellāpur,14.9637,74.7093
Hodonín,48.8489,17.1325
Yuanchang,23.642,120.3229
Kunnada,9.2333,76.6667
North Lynnwood,47.8533,-122.2762
Perry Barr,52.5249,-1.9042
Sredneuralsk,56.9833,60.4667
Griffin,33.2418,-84.2748
Mosbach,49.3522,9.1467
Marshall,32.537,-94.3515
Araquari,-26.37,-48.7219
Rajpur,21.9402,75.1361
Montgomery,40.426,-74.6791
Freeport,42.2891,-89.6346
Fernley,39.5627,-119.1906
Ahualulco de Mercado,20.6167,-103.8667
Bang Sao Thong,13.595,100.8304
Chandrakona,22.73,87.52
Tecali,18.9,-97.9667
Pitogo,10.121,124.553
Taupo,-38.69,176.08
Beni Amrane,36.6667,3.5833
Berhoum,35.65,5.0333
Gosforth,55.007,-1.623
Melíssia,38.05,23.8333
Cartersville,34.1644,-84.8009
Columbus,33.5088,-88.4096
Mannamturuttu,9.9008,76.39
Santa Gertrudes,-22.4569,-47.53
Ladera Ranch,33.5492,-117.6417
Dunaharaszti,47.3553,19.0844
Yesagyo,21.6333,95.2414
Jacksonville Beach,30.2782,-81.4045
Kenmore,47.7516,-122.2489
Luninyets,52.25,26.8
Leutkirch im Allgäu,47.8256,10.0222
Tapiales,-34.7058,-58.5047
Ōgawara,38.0494,140.7308
Kulgam,33.64,75.02
Shamsābād,27.5364,79.4394
Uvarovo,51.9833,42.2667
Truro,45.3647,-63.28
Kyeintali,18.0061,94.49
Oostkamp,51.15,3.2333
Newton Abbot,50.529,-3.61
Kébila,11.2833,-7.0333
Bedford,42.9406,-71.5302
Lustenau,47.4297,9.6597
Perungudi,8.2792,77.6031
Alhama de Murcia,37.8514,-1.4264
Ðakovo,45.3083,18.4106
Argostóli,38.1733,20.4908
San Martín Totolán,19.9852,-102.6802
Cerro Azul,21.192,-97.7409
Kottūru,17.0436,81.7705
Amstetten,48.1167,14.8667
San Ignacio de Velasco,-16.3667,-60.95
Eustis,28.8563,-81.6771
Muscatine,41.4195,-91.068
Tamandaré,-8.76,-35.105
Monsefú,-6.8778,-79.8719
Toda Rai Singh,26.0167,75.4833
Pēravūr,11.8962,75.7342
Bauta,22.9919,-82.5492
Castiglione delle Stiviere,45.4,10.5
Heverlee,50.86,4.69
Gollapūdi,16.5412,80.5784
Dhing,26.4679,92.4734
Staraya Kupavna,55.8,38.1667
Moguer,37,16
Ma‘alot Tarshīḥā,33.0167,35.2708
Codajás,-3.8369,-62.0569
Tata,47.65,18.3167
Belsand,26.4436,85.4008
Gerede,40.8006,32.1986
Bambuí,-20.0058,-45.9769
Van Buren,35.4483,-94.3528
Couëron,47.2156,-1.7228
Kérkyra,39.6239,19.9214
Bishopbriggs,55.9046,-4.225
São Miguel,-6.2119,-38.4969
Khelil,36.1756,5.0292
Nyūzen,36.9335,137.5021
Xiaojiangcun,24.6168,112.5945
Xiaping,24.6725,112.6106
El Paso,9.6622,-73.7519
Dillenburg,50.7333,8.2833
Jaleshwar,26.65,85.8
Corinto,-18.3808,-44.4558
Ayt Mohamed,32.5667,-6.9833
Yangi Marg‘ilon,40.4311,71.7183
Dumaran,10.53,119.77
Honāvar,14.2809,74.445
General Pánfilo Natera,22.665,-102.1097
Amherstburg,42.1,-83.0833
Roissy-en-Brie,48.7906,2.6519
East San Gabriel,34.1157,-118.0791
Canalete,8.79,-76.2411
Chester,37.3531,-77.4342
Cupira,-8.6169,-35.95
Ban Phru,6.9514,100.4723
Sastamala,61.3417,22.9083
Aţ Ţafīlah,30.8375,35.6044
Pesochin,49.9594,36.1108
Loon op Zand,51.6275,5.0758
Kadavūr,9.3436,76.5347
Mujuí dos Campos,-2.6847,-54.6403
Quaraí,-30.3878,-56.4508
Arukutti,9.8309,76.427
Miyoshi,34.026,133.8072
Muang Sing,21.2,101.15
Suonan,35.6633,103.39
Nāyanakulam,9.9611,78.1371
Karataş,36.5625,35.3803
Ringsted,55.4411,11.8094
Pakil,14.38,121.48
Port Laoise,53.0309,-7.3008
Gersthofen,48.4167,10.8667
Jocotenango,14.5819,-90.7436
Clinton,41.1395,-112.0656
Cuyo,10.85,121.02
Padre Burgos,13.9226,121.8116
Eastmont,47.8968,-122.1818
Fleet,51.2834,-0.8456
Matinha,-3.1006,-45.0336
Oued el Djemaa,35.7972,0.6814
Koili Simra,25.4714,87.2175
Yugawara,35.15,139.0667
Carmo do Cajuru,-20.1839,-44.7708
Kaltenkirchen,53.8397,9.9603
Chanaur,25.851,86.6739
Bloemendaal,52.4,4.6
Gauripur,26.08,89.97
Francisco Sá,-16.4777,-43.4943
Khārupatia,26.5184,92.1472
Monte Caseros,-30.25,-57.65
Maharlika Village,14.4974,121.0555
Bonoufla,7.1291,-6.4742
Kidsgrove,53.0874,-2.2478
Kyenjojo,0.61,30.6442
Ḑank,23.5505,56.2573
Muggiò,45.5864,9.2259
Gazojak,41.1833,61.4
Sinj,43.7017,16.6369
Champlin,45.1702,-93.3903
Beni Rached,36.2806,1.5161
Madangir,28.3553,76.9327
Rosemont,38.5478,-121.3553
Kėdainiai,55.2833,23.9667
Minamikarasuyama,35.6683,139.6012
Cherry Hill,38.5696,-77.2895
L’Assomption,45.8333,-73.4167
Chrudim,49.9511,15.7956
Brent,30.4727,-87.2495
Rāmpura,24.467,75.44
Sonneberg,50.35,11.1667
Nasu,37.0198,140.121
Dáfni,37.95,23.7333
Netphen,50.9147,8.1
Sakhipur,24.3199,90.1694
Elburg,52.45,5.8333
Lubliniec,50.6833,18.6833
Kilindoni,-7.9167,39.65
Badnāwar,23.0218,75.2327
Raul Soares,-20.1019,-42.4528
Douzhangzhuang,39.3986,116.9417
Pissila,13.1667,-0.8167
Maychew,12.7833,39.5333
Hannoversch Münden,51.4167,9.65
Kailāshahar,24.33,92.02
Sattahip,12.6664,100.9007
Blue Island,41.6578,-87.6811
Upper Allen,40.18,-76.9808
San Buenaventura,27.0625,-101.5467
Lisle,41.7918,-88.0888
Srvanampatti,11.0764,77.0045
Santa Rosa de Viterbo,-21.4728,-47.3628
Teguise,29.05,-13.5667
Niskayuna,42.803,-73.8729
Al ‘Azīzīyah,32.5308,13.0211
Bình Hòa,10.9353,106.8614
Burhar,23.2149,81.532
Salzwedel,52.85,11.15
Gālīkesh,37.2728,55.4328
Ban Thoet Thai,20.3084,99.6445
Pottstown,40.2508,-75.6445
Pindoretama,-4.0278,-38.3058
Svilajnac,44.2167,21.2
Kafr Shukr,30.547,31.2673
Makouda,36.7833,4.0667
Meda,45.6667,9.1667
Sluis,51.3089,3.3883
Río Hondo,15.0464,-89.5847
Teorama,8.4333,-72.2833
Ponda,15.4034,74.0152
Weilheim,47.8333,11.15
Selimpaşa,41.054,28.367
Kitzingen,49.7333,10.1667
Albenga,44.0491,8.213
Almeirim,39.209,-8.6164
Glassboro,39.7014,-75.1113
Zarautz,43.2833,-2.1667
Giulianova,42.7525,13.9567
El Hajeb,33.6928,-5.3711
Vanimēl,11.7197,75.699
Gamay,12.38,125.3
Bultfontein,-28.2869,26.1506
Buri Ram,14.9942,103.1022
Caniço,32.6412,-16.8504
Fairhope,30.5209,-87.8813
Barbasa,11.1961,122.0389
Beni Khalled,36.65,10.6
Quảng Trị,16.7469,107.194
Dighwa,26.2437,84.7532
Sakleshpur,12.893,75.725
Montecchio Maggiore,45.5037,11.412
Takehara,34.3417,132.9069
Piteå,65.3333,21.5
Maple Heights,41.4094,-81.5625
Sāndwa,27.75,74.1667
Avellaneda,-29.1175,-59.6583
Tazhava,9.0833,76.5333
Madappalli,9.0833,76.5333
Sokolo,14.7328,-6.1219
Maigo,8.15,123.97
Warburg,51.5,9.1697
Piravanthūr,9.05,76.9167
Watauga,32.8719,-97.2515
Saint-Ghislain,50.45,3.8167
Mandāwa,28.0554,75.1483
Copiague,40.6707,-73.3922
Coronel Vivida,-25.98,-52.5678
Antanimasaka,-16.2355,46.5121
Keflavík,64.0167,-22.5667
Dongshi,23.4748,120.1769
Zemst,50.9722,4.4222
Berehove,48.2056,22.6472
Godalming,51.1855,-0.6155
Collipulli,-37.95,-72.4333
Nagold,48.5519,8.7256
Ambohimiadana,-19.2438,47.7758
Horgen,47.2608,8.5975
Wertheim,49.7589,9.5175
Minja,12.7083,74.95
Westerly,41.3635,-71.7899
Dalmine,45.65,9.6
Sai Mai,13.9207,100.6455
Capinzal,-27.3439,-51.6119
Pelitli,40.9833,39.8
Edgewater,28.9594,-80.9406
Jieshang,26.2663,104.6671
Ron,15.67,75.73
Ikeda,35.4423,136.573
Calbiga,11.63,125.02
Bazhajiemicun,38.8944,77.6367
Waverly,42.7401,-84.6354
Moskva,37.6567,69.6292
Tecumseh,42.2431,-82.9256
Santo Tomé,-28.55,-56.05
Tugatog,14.6629,120.969
Tobatí,-25.2611,-57.0833
Bordj Ghdir,35.9,4.89
Añatuya,-28.4667,-62.8333
Goumori,11.1833,2.2833
Aldeias Altas,-4.6278,-43.4708
La Cruz de Río Grande,13.1167,-84.1833
Poxoréo,-15.8369,-54.3889
Carambeí,-24.9178,-50.0969
San Rafael Abajo,9.8943,-84.0837
Whitefield,53.5521,-2.2992
Kedavūr,11.4167,75.9333
Český Těšín,49.7461,18.6261
Senftenberg,51.5167,14.0167
Piastów,52.1833,20.85
West Goshen,39.9756,-75.5927
San José,1.4744,-77.0836
Quedlinburg,51.7917,11.1472
Rathfarnham,53.3006,-6.2828
Monteros,-27.1667,-65.5
Bingley,53.846,-1.836
Teodoro Sampaio,-22.5325,-52.1675
Mūlampilli,10.1083,76.4167
Union Hill-Novelty Hill,47.6788,-122.0284
Telica,12.5167,-86.8667
Vreden,52.0333,6.8333
Cockeysville,39.4804,-76.6294
Krychaw,53.7194,31.7139
Les Lilas,48.88,2.42
Tekāri,24.9425,84.8427
Cajidiocan,12.37,122.68
La Higuerita,19.4833,-104.65
La Huerta,19.4844,-104.6438
Maibog,10.15,125
Karben,50.2322,8.7681
Alliston,44.15,-79.8667
Dammarie-lè-Lys,48.5177,2.6402
Tsaratanana,-21.1788,47.6384
Neusäß,48.4,10.8333
Kant,42.8833,74.85
Píritu,10.0395,-65.0304
Rastede,53.25,8.2
Bad Kissingen,50.2,10.0667
Santo Antônio de Posse,-22.6058,-46.9189
Überlingen,47.7667,9.165
Motul,21.1667,-89.4667
Morris,40.7959,-74.4945
North Salt Lake,40.8439,-111.9187
Grande Saline,19.25,-72.7833
Mine,34.1631,131.2083
Montgomery,41.5399,-74.2073
Xunjiansi,23.9586,103.1939
Friesoythe,53.0206,7.8586
Vaikam,9.75,76.3928
Mantua,22.2908,-84.2875
Kūn Puhāl,33.0058,76.5334
Rock Springs,41.5947,-109.2209
Calamba,8.5583,123.6417
Wareham,41.7662,-70.6999
Loanda,-22.9228,-53.1369
Samrāla,30.836,76.1932
Mizdah,31.445,12.9831
Linda,39.1241,-121.5421
Kedia,23.7945,85.5872
Culion,11.8944,120.0186
Sheybān,31.4061,48.7944
Nakashunbetsu,43.55,144.9667
Polonne,50.12,27.5078
Athens,39.327,-82.0987
Fergus,43.707,-80.3777
Kelīshād va Sūdarjān,32.5489,51.5286
Pātakākāni,16.34,80.4908
Sevan,40.555,44.9536
Amarapura,21.9,96.05
Manambūr,8.7206,76.7635
Touboro,7.7708,15.3567
Puenteareas,42.1667,-8.5
Tekman,39.645,41.5083
Wilmington,42.5609,-71.1654
Tranquebar,11.0292,79.8494
Rochefort,45.9421,-0.9588
Lanester,47.7647,-3.3422
Kazhukambalam,10.0333,76.4
Capoterra,39.1752,8.9709
Loves Park,42.3364,-88.9975
Itabaiana,-7.3289,-35.3328
Bassar,9.25,0.7833
‘Ālī Shahr,28.9269,51.0653
Vukovar,45.35,19.0033
Bad Soden am Taunus,50.1333,8.5
Ponmundam,10.9628,75.9519
Kannamangalam Tekku,9.2167,76.4833
Maywood,41.8798,-87.8442
Carmen,9,125.26
Kaniv,49.75,31.4667
Colón,-33.8833,-61.1
Pajapita,14.7167,-92.0333
Tototlán,20.0833,-102.65
Cottage Lake,47.7466,-122.0755
Kouoro,12.0147,-5.7081
Gitega,-3.426,29.8436
Tūkrah,32.5322,20.5722
Minamata,32.2167,130.4
Apatin,45.6667,18.9833
Oakdale,37.7618,-120.8468
Sonepur,20.8333,83.9167
Jasmine Estates,28.293,-82.6907
Colón,-32.2167,-58.1333
Ribas do Rio Pardo,-20.4428,-53.7589
Abreus,22.2806,-80.5678
Senden,48.3167,10.0667
Ravulapalem,16.4833,81.9833
Białogard,54,15.9833
Bananeiras,-6.75,-35.6328
Shuilin,23.5662,120.234
Brody,50.0831,25.1477
Bad Salzungen,50.8117,10.2333
Douar Imoukkane,35.0298,-4.8125
Puerto Concordia,2.6833,-72.7667
Soledad Atzompa,18.75,-97.15
Chanthaburi,12.6086,102.1039
Elgin,57.6486,-3.3153
Neihuzhai,22.9748,115.8345
Lalganj,26.1277,80.7855
Manage,50.5,4.2333
São Mamede de Infesta,41.1934,-8.6143
Mahthi,25.7281,86.0093
Tamiahua,21.2788,-97.4462
Caba,16.4316,120.3446
Ottaviano,40.85,14.4775
Searcy,35.2418,-91.7351
Yásica Arriba,19.6333,-70.6
Garmisch-Partenkirchen,47.5,11.0833
Rafael Delgado,18.8167,-97.0667
Los Arabos,22.74,-80.7161
Ōno,35.4706,136.6276
Roxbury,40.8822,-74.6523
Singhāra Buzurg,25.7964,85.4539
El Ghiate,32.0331,-9.1625
Sansanding,13.7253,-6.0042
Fânzeres,41.1667,-8.5333
Vuliyattara,8.5933,76.9506
Sonāri,27.0246,95.0163
Engandiyūr,10.5,76.04
Tupiza,-21.4375,-65.7158
Qiryat Mal’akhi,31.7333,34.75
La Mornaghia,36.7667,10.0167
Hombori,15.2789,-1.6978
Gurupá,-1.405,-51.64
Oxkutzkab,20.3056,-89.4183
San Juan de Aznalfarache,37.3667,-6.0167
Sederot,31.525,34.5969
Hazel Dell,45.6797,-122.6553
Bafilo,9.35,1.2667
Mujiayu,40.4097,116.9325
Khirkiyān,22.1673,76.8614
Sīwah,29.2,25.5167
Rucphen,51.5325,4.5583
Vilāchcheri,9.8937,78.0603
Qiryat Shemona,33.2075,35.5697
Neftekumsk,44.7833,44.7667
Tnine Lgharbia,32.5719,-8.8568
Vigonza,45.45,11.9833
Peters,40.2739,-80.0803
Horizon City,31.6799,-106.1903
Lengerich,52.175,7.8667
Pallikondai,12.9167,78.9333
Yakınca,38.3,38.25
Edewecht,53.1258,7.9825
Orbassano,45.0073,7.5369
Asafābād,19.365,79.274
Haar,48.1,11.7333
Dom Pedro,-5.0328,-44.4358
Warragul,-38.15,145.9333
Achí,8.5667,-74.55
Velugodu,15.7817,78.6892
